TRADE_DT,EXPIRY_CODE,EXPIRY,TAU,SPOT,REPO,RISK_FREE_RATE,FORWARD,SOURCE,MARKET_FUTURE_CODE,MARKET_FUTURE_PRICE
2026-07-23,2610,2026-10-16,0.2328767123287671,7195.4997,0.11152468066616666,0.015,7035.561050091974,REPO,,
2026-07-23,2612,2026-12-18,0.4054794520547945,7195.4997,0.11152468066616666,0.015,6876.4,FUTURE,IM2612.CFE,6876.4
2026-07-23,2703,2027-03-19,0.6547945205479452,7195.4997,0.11152468066616666,0.015,6699.0,FUTURE,IM2703.CFE,6699.0
2026-07-23,2706,2027-06-18,0.9041095890410958,7195.4997,0.11152468066616666,0.015,6594.176424278942,REPO,,
2026-07-24,2608,2026-08-21,0.07671232876712329,6995.6931,0.11152468066616666,0.015,6944.4,FUTURE,IM2608.CFE,6944.4
2026-07-24,2609,2026-09-18,0.15342465753424658,6995.6931,0.11152468066616666,0.015,6880.2,FUTURE,IM2609.CFE,6880.2
2026-07-24,2610,2026-10-16,0.23013698630136986,6995.6931,0.11152468066616666,0.015,6842.004807204403,REPO,,
2026-07-24,2612,2026-12-18,0.40273972602739727,6995.6931,0.11152468066616666,0.015,6685.0,FUTURE,IM2612.CFE,6685.0
2026-07-24,2703,2027-03-19,0.6520547945205479,6995.6931,0.11152468066616666,0.015,6512.6,FUTURE,IM2703.CFE,6512.6
2026-07-24,2706,2027-06-18,0.9013698630136986,6995.6931,0.11152468066616666,0.015,6412.763171727528,REPO,,
2026-07-27,2608,2026-08-21,0.0684931506849315,7228.7845,0.11152468066616666,0.015,7207.8,FUTURE,IM2608.CFE,7207.8
2026-07-27,2609,2026-09-18,0.14520547945205478,7228.7845,0.11152468066616666,0.015,7148.8,FUTURE,IM2609.CFE,7148.8
2026-07-27,2610,2026-10-16,0.2219178082191781,7228.7845,0.11152468066616666,0.015,7075.5866407743815,REPO,,
2026-07-27,2612,2026-12-18,0.39452054794520547,7228.7845,0.11152468066616666,0.015,6951.0,FUTURE,IM2612.CFE,6951.0
2026-07-27,2703,2027-03-19,0.6438356164383562,7228.7845,0.11152468066616666,0.015,6771.8,FUTURE,IM2703.CFE,6771.8
2026-07-27,2706,2027-06-18,0.8931506849315068,7228.7845,0.11152468066616666,0.015,6631.690960016262,REPO,,
2026-07-28,2608,2026-08-21,0.06575342465753424,7026.2761,0.09848733878113011,0.015,7001.4,FUTURE,IM2608.CFE,7001.4
2026-07-28,2609,2026-09-18,0.14246575342465753,7026.2761,0.09848733878113011,0.015,6943.2,FUTURE,IM2609.CFE,6943.2
2026-07-28,2610,2026-10-16,0.2191780821917808,7026.2761,0.09848733878113011,0.015,6898.8743124271605,REPO,,
2026-07-28,2612,2026-12-18,0.3917808219178082,7026.2761,0.09848733878113011,0.015,6754.6,FUTURE,IM2612.CFE,6754.6
2026-07-28,2703,2027-03-19,0.6410958904109589,7026.2761,0.09848733878113011,0.015,6586.0,FUTURE,IM2703.CFE,6586.0
2026-07-28,2706,2027-06-18,0.8904109589041096,7026.2761,0.09848733878113011,0.015,6522.898344888222,REPO,,
2026-07-29,2608,2026-08-21,0.06301369863013699,7095.1863,0.09848733878113011,0.015,7090.2,FUTURE,IM2608.CFE,7090.2
2026-07-29,2609,2026-09-18,0.13972602739726028,7095.1863,0.09848733878113011,0.015,7047.2,FUTURE,IM2609.CFE,7047.2
2026-07-29,2610,2026-10-16,0.21643835616438356,7095.1863,0.09848733878113011,0.015,6968.128674219178,REPO,,
2026-07-29,2612,2026-12-18,0.38904109589041097,7095.1863,0.09848733878113011,0.015,6883.0,FUTURE,IM2612.CFE,6883.0
2026-07-29,2703,2027-03-19,0.6383561643835617,7095.1863,0.09848733878113011,0.015,6715.6,FUTURE,IM2703.CFE,6715.6
2026-07-29,2706,2027-06-18,0.8876712328767123,7095.1863,0.09848733878113011,0.015,6588.378471275756,REPO,,
