TRADE_DT,EXPIRY,EXPIRY_CODE,MODEL,TARGET,TARGET_DELTA,LOG_MONEYNESS,STRIKE,MODEL_IV,ACHIEVED_DELTA,DELTA_ERROR,STATUS
2026-06-01,2026-12-18,2612,QUADRATIC,75PUT,-0.25,-0.11610354006290424,7016.5744155050015,0.27744696368120886,-0.25000000005254003,5.2540027883907214e-11,OK
2026-06-01,2026-12-18,2612,QUADRATIC,90PUT,-0.1,-0.25070601773262025,6132.93020456539,0.28954978493473355,-0.10000000005149329,5.1493281860715e-11,OK
2026-06-01,2026-12-18,2612,QUADRATIC,ATM,,0.0,7880.4,0.2737940397243079,,,OK
2026-06-01,2027-03-19,2703,QUADRATIC,10CALL,0.1,0.3487679815292359,11078.268548789654,0.27913343764406406,0.10000000000914204,9.142034351761197e-12,OK
2026-06-01,2027-03-19,2703,QUADRATIC,25CALL,0.25,0.1885174796581268,9437.91322528367,0.2689178542853472,0.2500000000740061,7.400607904273215e-11,OK
2026-06-01,2027-03-19,2703,QUADRATIC,75PUT,-0.25,-0.136023715019226,6822.2798469310055,0.28272162583343274,-0.2499999999176188,8.238121296244572e-11,OK
2026-06-01,2027-03-19,2703,QUADRATIC,90PUT,-0.1,-0.31453314399719245,5706.947403772586,0.3100008773983321,-0.09999999997722585,2.2774157559801722e-11,OK
2026-06-01,2027-03-19,2703,QUADRATIC,ATM,,0.0,7816.347856307721,0.27131442766109504,,,OK
2026-06-02,2026-06-22,2606,QUADRATIC,10CALL,0.1,0.07998949140310287,9017.83675825766,0.26053773820972204,0.09999999998810921,1.1890793905067198e-11,OK
2026-06-02,2026-06-22,2606,QUADRATIC,25CALL,0.25,0.04137577393651008,8676.261738357905,0.25133997589174073,0.24999999998162592,1.8374080035243878e-11,OK
2026-06-02,2026-06-22,2606,QUADRATIC,75PUT,-0.25,-0.03821612927317624,8012.468231655484,0.2534373491235412,-0.24999999994835104,5.1648962884343064e-11,OK
2026-06-02,2026-06-22,2606,QUADRATIC,90PUT,-0.1,-0.07752496933937078,7703.617450652237,0.2649335438065835,-0.09999999992879846,7.120154466022655e-11,OK
2026-06-02,2026-06-22,2606,QUADRATIC,ATM,,0.0,8324.6,0.24889142825294208,,,OK
2026-06-02,2026-07-17,2607,QUADRATIC,10CALL,0.1,0.13192150509357456,9420.250813142247,0.2824718271285356,0.1000000000425019,4.250189089560763e-11,OK
2026-06-02,2026-07-17,2607,QUADRATIC,25CALL,0.25,0.06960908538103103,8851.166817550604,0.2748512060648383,0.24999999995803224,4.196776259846047e-11,OK
2026-06-02,2026-07-17,2607,QUADRATIC,75PUT,-0.25,-0.06141225415468221,7764.235169514075,0.2803769756953179,-0.24999999994608763,5.391237456464637e-11,OK
2026-06-02,2026-07-17,2607,QUADRATIC,90PUT,-0.1,-0.12689294075965868,7272.115706471489,0.2940847960125016,-0.09999999995858626,4.1413747431384706e-11,OK
2026-06-02,2026-07-17,2607,QUADRATIC,ATM,,0.0,8256.0,0.2741502681953043,,,OK
2026-06-02,2026-08-21,2608,QUADRATIC,10CALL,0.1,0.1800934956073761,9860.291705494827,0.28567820488307627,0.09999999991121389,8.878611734708386e-11,OK
2026-06-02,2026-08-21,2608,QUADRATIC,25CALL,0.25,0.09273979252576828,9035.507110715578,0.2695168294069644,0.2499999999731382,2.686179056965443e-11,OK
2026-06-02,2026-08-21,2608,QUADRATIC,75PUT,-0.25,-0.08262828779220566,7582.128534330211,0.2924816376913646,-0.24999999992113958,7.886041819560319e-11,OK
2026-06-02,2026-08-21,2608,QUADRATIC,90PUT,-0.1,-0.19384252667427057,6784.087053806203,0.34537632691930886,-0.10000000000652481,6.524808471297661e-12,OK
2026-06-02,2026-08-21,2608,QUADRATIC,ATM,,0.0,8235.237942857128,0.27244545828915084,,,OK
2026-06-02,2026-09-18,2609,QUADRATIC,10CALL,0.1,0.22500660920143128,10151.895962241328,0.3037849091525896,0.10000000008945105,8.945104379431967e-11,OK
2026-06-02,2026-09-18,2609,QUADRATIC,25CALL,0.25,0.11536546576023102,9097.679117055257,0.2834984644141484,0.25000000004347217,4.3472170307978786e-11,OK
2026-06-02,2026-09-18,2609,QUADRATIC,75PUT,-0.25,-0.09047541797161088,7405.1703722056345,0.27956178089884054,-0.2499999999446425,5.5357496364649705e-11,OK
2026-06-02,2026-09-18,2609,QUADRATIC,90PUT,-0.1,-0.1917458319664001,6691.968267019404,0.2939800744994471,-0.10000000004356382,4.356381921866159e-11,OK
2026-06-02,2026-09-18,2609,QUADRATIC,ATM,,0.0,8106.4,0.2758032715727123,,,OK
2026-06-02,2026-12-18,2612,QUADRATIC,10CALL,0.1,0.29487229871749876,10609.343320362841,0.288661000281317,0.10000000009987992,9.987990989834827e-11,OK
2026-06-02,2026-12-18,2612,QUADRATIC,25CALL,0.25,0.15863097620010375,9258.05270653655,0.2786728993921054,0.24999999994530528,5.46947209745241e-11,OK
2026-06-02,2026-12-18,2612,QUADRATIC,75PUT,-0.25,-0.1162976255416869,7032.660853043307,0.2786920462942671,-0.25000000009828854,9.828854397042619e-11,OK
2026-06-02,2026-12-18,2612,QUADRATIC,90PUT,-0.1,-0.2492195253372192,6157.329951429224,0.2883765632121336,-0.09999999991588558,8.411442375955147e-11,OK
2026-06-02,2026-12-18,2612,QUADRATIC,ATM,,0.0,7900.0,0.27539146093287264,,,OK
2026-06-02,2027-03-19,2703,QUADRATIC,10CALL,0.1,0.34314771056175236,11071.01413800006,0.27546758652972037,0.10000000000887807,8.878064949868758e-12,OK
2026-06-02,2027-03-19,2703,QUADRATIC,25CALL,0.25,0.18553532409667967,9456.647822280573,0.26566864573051535,0.2499999999645654,3.54345996989025e-11,OK
2026-06-02,2027-03-19,2703,QUADRATIC,75PUT,-0.25,-0.13572558069229115,6858.28261448294,0.28237653893847636,-0.2499999999831659,1.6834089677786324e-11,OK
2026-06-02,2027-03-19,2703,QUADRATIC,90PUT,-0.1,-0.31724147772789,5719.841902673324,0.3135763916762991,-0.09999999998631523,1.3684775534983373e-11,OK
2026-06-02,2027-03-19,2703,QUADRATIC,ATM,,0.0,7855.254283326451,0.2693136756676424,,,OK
2026-06-03,2026-06-22,2606,QUADRATIC,10CALL,0.1,0.07379142272472383,9009.270745984699,0.24702493178660778,0.09999999991783945,8.216055613630147e-11,OK
2026-06-03,2026-06-22,2606,QUADRATIC,25CALL,0.25,0.03870152223110199,8698.618583596579,0.24182083708989574,0.25000000006321105,6.321104750739437e-11,OK
2026-06-03,2026-06-22,2606,QUADRATIC,75PUT,-0.25,-0.03665894958376887,8067.178216428399,0.24892457654790182,-0.25000000000902756,9.027556480134535e-12,OK
2026-06-03,2026-06-22,2606,QUADRATIC,90PUT,-0.1,-0.0748014528751374,7765.270210018765,0.2620279963729843,-0.0999999999320828,6.791719964205356e-11,OK
2026-06-03,2026-06-22,2606,QUADRATIC,ATM,,0.0,8368.4,0.24235310440415928,,,OK
2026-06-03,2026-07-17,2607,QUADRATIC,10CALL,0.1,0.12205039906501769,9372.686440279042,0.26499881147477317,0.10000000003892984,3.8929831580603036e-11,OK
2026-06-03,2026-07-17,2607,QUADRATIC,25CALL,0.25,0.0652233040928841,8854.914952479927,0.2614698623683897,0.24999999991056976,8.943024099039576e-11,OK
2026-06-03,2026-07-17,2607,QUADRATIC,75PUT,-0.25,-0.0597066713571549,7814.98223966815,0.2750023158326715,-0.24999999997274,2.725999981301186e-11,OK
2026-06-03,2026-07-17,2607,QUADRATIC,90PUT,-0.1,-0.12545172357559192,7317.711474951399,0.29387785732230254,-0.10000000005798686,5.798685143165727e-11,OK
2026-06-03,2026-07-17,2607,QUADRATIC,ATM,,0.0,8295.8,0.26488350716802056,,,OK
