TRADE_DT,EXPIRY,EXPIRY_CODE,TAU,FORWARD,RISK_FREE_RATE,MODEL,N_SAMPLES,a,b,c,RMSE,FIT_STATUS
2026-06-22,2026-08-21,2608,0.1643835616438356,8463.455181065372,0.015,QUADRATIC,26,0.2799688164354774,0.29260371297940213,2.7184576369423064,0.03184240933369947,QUADRATIC
2026-06-22,2026-09-18,2609,0.2410958904109589,8524.2,0.015,QUADRATIC,20,0.2851306803282764,0.03327598368779977,1.4194849953061335,0.004904305873977796,QUADRATIC
2026-06-22,2026-12-18,2612,0.4904109589041096,8281.0,0.015,QUADRATIC,19,0.2744932560155318,0.025913148894530835,0.5865368071047765,0.0045779390526157725,QUADRATIC
2026-06-22,2027-03-19,2703,0.7397260273972602,7194.044981602335,0.015,QUADRATIC,18,0.3549744524074339,1.576349354151682,-10.099190455223425,0.07009494771787106,QUADRATIC
2026-06-23,2026-07-17,2607,0.06575342465753424,8598.8,0.015,QUADRATIC,28,0.28126630689816096,-0.15503092876150437,2.3117167037708386,0.0019842609749838535,QUADRATIC
2026-06-23,2026-08-21,2608,0.16164383561643836,8515.0,0.015,QUADRATIC,27,0.28030368564337643,-0.09355027474118027,1.556241523948511,0.001476983232170904,QUADRATIC
2026-06-23,2026-09-18,2609,0.23835616438356164,8403.0,0.015,QUADRATIC,30,0.28819855223024854,-0.024789211121473698,1.1567677166497812,0.0024799862917569042,QUADRATIC
2026-06-23,2026-12-18,2612,0.4876712328767123,8156.0,0.015,QUADRATIC,19,0.2797279556067968,-0.0023163432001074846,0.4270044336953398,0.002211300497801321,QUADRATIC
2026-06-23,2027-03-19,2703,0.736986301369863,7048.862255960557,0.015,QUADRATIC,18,0.32001925299121636,1.7938632075276264,-10.123530380308395,0.07568804329064188,QUADRATIC
2026-06-23,2027-06-18,2706,0.9863013698630136,6569.566590288154,0.015,QUADRATIC,11,0.6603845281405681,-1.1475323710352443,2.717447299938699,0.002181360050226998,QUADRATIC
2026-06-24,2026-07-17,2607,0.06301369863013699,8667.6,0.015,QUADRATIC,28,0.27137938009774387,-0.196882463369643,2.294755443386796,0.0026220307497164404,QUADRATIC
2026-06-24,2026-08-21,2608,0.1589041095890411,8568.0,0.015,QUADRATIC,27,0.2735375451106603,-0.09606937039816343,1.5530049188826494,0.002332328258014563,QUADRATIC
2026-06-24,2026-09-18,2609,0.2356164383561644,8472.4,0.015,QUADRATIC,30,0.28377673150546706,-0.023794543224538278,1.308533634749418,0.0037320163954361525,QUADRATIC
2026-06-24,2026-12-18,2612,0.4849315068493151,8221.2,0.015,QUADRATIC,19,0.2762468251904003,0.010672632356217404,0.6370791127479225,0.003938624259590452,QUADRATIC
2026-06-24,2027-03-19,2703,0.7342465753424657,7146.518756568524,0.015,QUADRATIC,18,0.3417891745892723,1.636808019268592,-10.043296038885304,0.07098636547210486,QUADRATIC
2026-06-24,2027-06-18,2706,0.9835616438356164,6660.58282247173,0.015,QUADRATIC,11,0.624413870357677,-0.9743726755125098,2.189345511827166,0.003307738739796002,QUADRATIC
2026-06-25,2026-07-17,2607,0.06027397260273973,8725.8,0.015,QUADRATIC,28,0.2629630606183984,-0.21351244286985782,3.1517126826299364,0.002521292787084678,QUADRATIC
2026-06-25,2026-08-21,2608,0.15616438356164383,8622.6,0.015,QUADRATIC,27,0.2678963681466499,-0.11761189083142243,1.7258151744202295,0.002563630141712991,QUADRATIC
2026-06-25,2026-09-18,2609,0.2328767123287671,8523.8,0.015,QUADRATIC,30,0.2758036499404868,-0.04170908816364671,1.5444440493942524,0.003014981089933114,QUADRATIC
2026-06-25,2026-12-18,2612,0.4821917808219178,8271.2,0.015,QUADRATIC,19,0.2713152720280767,-0.014241112016873558,0.6689206484320586,0.0026742729807562402,QUADRATIC
2026-06-25,2027-03-19,2703,0.7315068493150685,7178.430377151511,0.015,QUADRATIC,18,0.35148590843214966,1.562036253406052,-10.024561533349122,0.0726740242191383,QUADRATIC
2026-06-25,2027-06-18,2706,0.9808219178082191,6690.324574943436,0.015,QUADRATIC,11,0.6075471511742437,-0.8699053029769241,1.7881891247279589,0.0005746977225654833,QUADRATIC
2026-06-26,2026-07-17,2607,0.057534246575342465,8532.6,0.015,QUADRATIC,28,0.2646133881883778,-0.22036122149720372,4.128752924739228,0.0038351297316428063,QUADRATIC
2026-06-26,2026-08-21,2608,0.15342465753424658,8424.6,0.015,QUADRATIC,27,0.2713143066763611,-0.11323444027708862,1.3788663477558898,0.0028509169676672994,QUADRATIC
2026-06-26,2026-09-18,2609,0.23013698630136986,8319.2,0.015,QUADRATIC,30,0.2779790875491446,-0.06975200570762352,1.2509031393586276,0.0029079089110531716,QUADRATIC
2026-06-26,2026-12-18,2612,0.4794520547945205,8066.0,0.015,QUADRATIC,19,0.27414744800613433,-0.03771466900101561,0.42582142903828807,0.003015538674745765,QUADRATIC
2026-06-26,2027-03-19,2703,0.7287671232876712,7001.242067382079,0.015,QUADRATIC,18,0.3042967206339846,1.7784367907351541,-9.829268924277788,0.07903143784304778,QUADRATIC
2026-06-26,2027-06-18,2706,0.9780821917808219,6525.184392346372,0.015,QUADRATIC,11,0.5981452662282208,-0.7779488929268532,1.428053682529042,0.001198690200167657,QUADRATIC
2026-06-29,2026-07-17,2607,0.049315068493150684,8514.2,0.015,QUADRATIC,28,0.26593091302460153,-0.2175752384835672,4.593252384349721,0.005989351690087942,QUADRATIC
2026-06-29,2026-08-21,2608,0.14520547945205478,8405.6,0.015,QUADRATIC,27,0.2716956729769497,-0.15220868900268492,1.640596586003525,0.0015500239967169518,QUADRATIC
2026-06-29,2026-09-18,2609,0.2219178082191781,8308.6,0.015,QUADRATIC,31,0.27907528921372243,-0.060803106592762335,1.2906457773322941,0.002635265334882388,QUADRATIC
2026-06-29,2026-12-18,2612,0.4712328767123288,8051.0,0.015,QUADRATIC,19,0.275620105249931,-0.02389374988495041,0.3225058516758219,0.003092138225718911,QUADRATIC
2026-06-29,2027-03-19,2703,0.7205479452054795,7014.6470574076675,0.015,QUADRATIC,18,0.2991609722222558,1.7022167778151496,-9.440095584300089,0.06813342442202697,QUADRATIC
2026-06-29,2027-06-18,2706,0.9698630136986301,6537.677894335403,0.015,QUADRATIC,12,0.5743819013319418,-0.7066159312869268,1.2315133526828268,0.003355618479697533,QUADRATIC
2026-06-30,2026-07-17,2607,0.04657534246575343,8705.2,0.015,QUADRATIC,28,0.2583079957171729,-0.1505259699049466,5.6543300674693135,0.003665624802369968,QUADRATIC
2026-06-30,2026-08-21,2608,0.14246575342465753,8606.2,0.015,QUADRATIC,27,0.2636340352325352,-0.13460050433463144,2.034969671780768,0.002431114157262622,QUADRATIC
2026-06-30,2026-09-18,2609,0.2191780821917808,8504.2,0.015,QUADRATIC,31,0.27584609302890434,-0.08288914082700527,1.5040218344673955,0.0037117860121402995,QUADRATIC
2026-06-30,2026-12-18,2612,0.4684931506849315,8240.0,0.015,QUADRATIC,19,0.2717924410213693,-0.03123676330781644,0.5350187292957164,0.0039817019104346815,QUADRATIC
2026-06-30,2027-03-19,2703,0.7178082191780822,7847.899236199723,0.015,QUADRATIC,18,0.2825382468517426,0.16615789725078017,-0.6577870027107535,0.017747522610763598,QUADRATIC
2026-06-30,2027-06-18,2706,0.9671232876712329,7538.993948835754,0.015,QUADRATIC,12,0.3541251284917075,-0.35394169805259185,1.3033101291391043,0.004683331243639899,QUADRATIC
2026-07-01,2026-07-17,2607,0.043835616438356165,8727.6,0.015,QUADRATIC,28,0.251974733721988,-0.16553745957699162,6.4679592121943825,0.004042561426004445,QUADRATIC
2026-07-01,2026-08-21,2608,0.13972602739726028,8620.6,0.015,QUADRATIC,27,0.25669055587436207,-0.07453719694495964,2.458614700053673,0.0035547504574787855,QUADRATIC
2026-07-01,2026-09-18,2609,0.21643835616438356,8517.6,0.015,QUADRATIC,31,0.269107809113572,-0.036352890312125075,1.8419989635229537,0.00377615118149736,QUADRATIC
2026-07-01,2026-12-18,2612,0.4657534246575342,8248.0,0.015,QUADRATIC,19,0.26723119849642335,-0.018515349592811703,0.7487619769791849,0.0024283349371020772,QUADRATIC
2026-07-01,2027-03-19,2703,0.7150684931506849,7910.935529512348,0.015,QUADRATIC,18,0.27911297102295085,0.11899201571207227,-0.45428358998012647,0.01609068871138648,QUADRATIC
2026-07-01,2027-06-18,2706,0.9643835616438357,7599.549037470027,0.015,QUADRATIC,12,0.3325148436287256,-0.09544916863061514,-0.2386358685797813,0.004465192612518529,QUADRATIC
2026-07-02,2026-07-17,2607,0.0410958904109589,8570.0,0.015,QUADRATIC,28,0.259686907645301,-0.13106567800825797,7.966232487419123,0.005124027381865431,QUADRATIC
2026-07-02,2026-08-21,2608,0.136986301369863,8473.0,0.015,QUADRATIC,27,0.26545752915120474,-0.08749006376858448,2.0564548435920615,0.0026037673302870268,QUADRATIC
2026-07-02,2026-09-18,2609,0.2136986301369863,8370.2,0.015,QUADRATIC,31,0.2753983807992499,-0.05307417310939777,1.666915702730724,0.002714633182856343,QUADRATIC
2026-07-02,2026-12-18,2612,0.46301369863013697,8109.6,0.015,QUADRATIC,19,0.27139804180409693,-0.027243839420161897,0.5310297033199517,0.002299592326156233,QUADRATIC
2026-07-02,2027-03-19,2703,0.7123287671232876,7690.370485528904,0.015,QUADRATIC,18,0.2897448572033968,0.2667403133959879,-1.8195288030490493,0.025034933811555263,QUADRATIC
2026-07-02,2027-06-18,2706,0.9616438356164384,7387.665770130692,0.015,QUADRATIC,12,0.3377483176057294,0.010889596349189921,-0.7984982509917733,0.006501560646932745,QUADRATIC
2026-07-03,2026-07-17,2607,0.038356164383561646,8567.2,0.015,QUADRATIC,28,0.24593642032068005,-0.12428664781238741,8.68444086529249,0.006586136896889403,QUADRATIC
2026-07-03,2026-08-21,2608,0.13424657534246576,8468.4,0.015,QUADRATIC,27,0.2554024936806357,-0.10522916465542398,2.4195716708842725,0.0019867850049303136,QUADRATIC
2026-07-03,2026-09-18,2609,0.21095890410958903,8373.0,0.015,QUADRATIC,31,0.2698455384005749,-0.05821241902172014,1.7176837483749778,0.0037462122382968042,QUADRATIC
2026-07-03,2026-12-18,2612,0.4602739726027397,8113.4,0.015,QUADRATIC,19,0.2685585058854077,-0.005714972465378498,0.5107774622975562,0.00466653787885604,QUADRATIC
2026-07-03,2027-03-19,2703,0.7095890410958904,7689.710773956314,0.015,QUADRATIC,18,0.2840045128805251,0.2908927989912847,-1.7553575001170914,0.02623575953040705,QUADRATIC
2026-07-03,2027-06-18,2706,0.958904109589041,7387.032025812111,0.015,QUADRATIC,12,0.3578077267480196,-0.23845057313116041,0.48843729033312183,0.003782451821495293,QUADRATIC
2026-07-06,2026-07-17,2607,0.030136986301369864,8458.0,0.015,QUADRATIC,28,0.26641418590134885,-0.10027105247865276,10.816213190597788,0.009343453236948823,QUADRATIC
2026-07-06,2026-08-21,2608,0.12602739726027398,8362.0,0.015,QUADRATIC,27,0.26205295771029824,-0.09302519198435388,1.5646035844254256,0.0015706575150248325,QUADRATIC
2026-07-06,2026-09-18,2609,0.20273972602739726,8265.0,0.015,QUADRATIC,31,0.2699901699719446,-0.047273624966097216,1.6410848224966725,0.002369292720004077,QUADRATIC
2026-07-06,2026-12-18,2612,0.4520547945205479,8013.8,0.015,QUADRATIC,19,0.2702918621664508,-0.010258862755773285,0.462310947781832,0.001677254762579987,QUADRATIC
2026-07-06,2027-03-19,2703,0.7013698630136986,7567.54135130887,0.015,QUADRATIC,18,0.2893886391819948,0.35624927767968967,-2.3278376677505355,0.021755920684287295,QUADRATIC
2026-07-06,2027-06-18,2706,0.9506849315068493,7269.671378032203,0.015,QUADRATIC,12,0.35412522972984506,-0.26355681895950434,0.9156297905171151,0.002459104359337076,QUADRATIC
2026-07-07,2026-07-17,2607,0.0273972602739726,8296.6,0.015,QUADRATIC,28,0.26615690053213636,0.0029274375716923373,12.015861653891495,0.006173632011663591,QUADRATIC
2026-07-07,2026-08-21,2608,0.1232876712328767,8200.0,0.015,QUADRATIC,26,0.2569621489040331,-0.05622688274443821,2.0401702415987497,0.0014634977460356885,QUADRATIC
2026-07-07,2026-09-18,2609,0.2,8115.2,0.015,QUADRATIC,31,0.2616278595777614,-0.026887893014346353,1.812767292825183,0.0018756783705381722,QUADRATIC
2026-07-07,2026-12-18,2612,0.44931506849315067,7870.6,0.015,QUADRATIC,19,0.2651647611138427,0.028475744453920704,0.4765942296328055,0.0037240003683384646,QUADRATIC
2026-07-07,2027-03-19,2703,0.6986301369863014,7418.260057014713,0.015,QUADRATIC,18,0.27227541624635476,0.44505580498210007,-2.331380477134644,0.02421916662296667,QUADRATIC
2026-07-07,2027-06-18,2706,0.947945205479452,7126.266023237791,0.015,QUADRATIC,12,0.3518759045739019,-0.21048292914528494,0.6156115142060197,0.0014479925286964737,QUADRATIC
2026-07-08,2026-07-17,2607,0.024657534246575342,8131.2,0.015,QUADRATIC,28,0.2743409465892417,0.00431429870976463,12.999164783405007,0.005656357996830575,QUADRATIC
2026-07-08,2026-08-21,2608,0.12054794520547946,8046.0,0.015,QUADRATIC,27,0.26589408263704284,-0.014245040734018194,1.3185552116781503,0.002119063579203346,QUADRATIC
2026-07-08,2026-09-18,2609,0.19726027397260273,7974.0,0.015,QUADRATIC,32,0.270552233240423,-0.007920741893046757,1.3879509551232196,0.00337497210285875,QUADRATIC
2026-07-08,2026-12-18,2612,0.4465753424657534,7740.2,0.015,QUADRATIC,19,0.2733899713243682,0.05216458653317843,0.20667568163414735,0.004372112002691337,QUADRATIC
2026-07-08,2027-03-19,2703,0.6958904109589041,7257.09565855512,0.015,QUADRATIC,18,0.2817185353579331,0.6633226827660852,-3.788680582870406,0.028160894469217213,QUADRATIC
2026-07-08,2027-06-18,2706,0.9452054794520548,6971.4453013877755,0.015,QUADRATIC,13,0.37097553102651026,-0.2774395598078395,0.8252438561022373,0.0021736650833989804,QUADRATIC
2026-07-09,2026-07-17,2607,0.021917808219178082,8282.6,0.015,QUADRATIC,28,0.25891172293791986,0.04279364778287986,14.397746861578664,0.007027025977266231,QUADRATIC
2026-07-09,2026-08-21,2608,0.1178082191780822,8207.0,0.015,QUADRATIC,27,0.25868984396764305,-0.06324060995966224,2.1113890951655656,0.0016595987345764426,QUADRATIC
2026-07-09,2026-09-18,2609,0.19452054794520549,8127.4,0.015,QUADRATIC,33,0.2711718004150076,-0.00796297156141268,1.4374201029237916,0.0028353498472771326,QUADRATIC
2026-07-09,2026-12-18,2612,0.4438356164383562,7896.0,0.015,QUADRATIC,19,0.2732851246329076,0.03263064307587095,0.28831125665168134,0.0039871339680836865,QUADRATIC
2026-07-09,2027-03-19,2703,0.6931506849315069,7423.265999510091,0.015,QUADRATIC,18,0.2828375128978503,0.4962474669888369,-2.7883005871324777,0.026948129133122056,QUADRATIC
2026-07-09,2027-06-18,2706,0.9424657534246575,7131.074924199056,0.015,QUADRATIC,14,0.3719088068788811,-0.3557472847041135,1.2295349645548785,0.0054489455098905544,QUADRATIC
2026-07-10,2026-07-17,2607,0.019178082191780823,8186.2,0.015,QUADRATIC,28,0.2548493675645994,-0.11028049271164608,17.066137912409115,0.008491079196256942,QUADRATIC
2026-07-10,2026-08-21,2608,0.11506849315068493,8099.2,0.015,QUADRATIC,27,0.2591191085986443,-0.027203237842975306,1.3067211706479591,0.004047372565137485,QUADRATIC
2026-07-10,2026-09-18,2609,0.1917808219178082,8019.4,0.015,QUADRATIC,33,0.2719075448601003,0.0061965060713747855,1.4183053074317533,0.005307514550214029,QUADRATIC
2026-07-10,2026-12-18,2612,0.4410958904109589,7780.0,0.015,QUADRATIC,19,0.27816524869163156,0.061403713683926664,0.08799994746589318,0.0064522003570508515,QUADRATIC
2026-07-10,2027-03-19,2703,0.6904109589041096,7335.483927078652,0.015,QUADRATIC,18,0.292137121906867,0.5658853604859972,-3.457633982813092,0.02727873243525613,QUADRATIC
2026-07-10,2027-06-18,2706,0.9397260273972603,7046.748088066366,0.015,QUADRATIC,14,0.38694816482942135,-0.36038535966396124,1.1007680232144523,0.0053791928022417015,QUADRATIC
2026-07-13,2026-07-17,2607,0.010958904109589041,7819.0,0.015,QUADRATIC,28,0.42070923487042894,-0.19828250653430568,16.824419485089475,0.008070425076481064,QUADRATIC
2026-07-13,2026-08-21,2608,0.10684931506849316,7750.0,0.015,QUADRATIC,27,0.3043703204472073,0.14586130208355033,0.22600321225052775,0.004207663199599691,QUADRATIC
2026-07-13,2026-09-18,2609,0.18356164383561643,7684.4,0.015,QUADRATIC,33,0.31172984546956195,0.0260675289548723,0.9127869915209139,0.0038192908755605346,QUADRATIC
2026-07-13,2026-12-18,2612,0.4328767123287671,7459.6,0.015,QUADRATIC,19,0.28643850957935063,0.13503817817919708,-0.0444729967696925,0.004370600036705779,QUADRATIC
2026-07-13,2027-03-19,2703,0.6821917808219178,6977.4580788091325,0.015,QUADRATIC,18,0.2960232480643565,0.6375422513065753,-3.1234022217848514,0.02997402909370265,QUADRATIC
