"CODE","DAY","CCY","PRECLOSE","OPEN","HIGH","LOW","CLOSE","CHANGE","PCTCHANGE","VOLUME","AMOUNT","ADJPRECLOSE","ADJOPEN","ADJHIGH","ADJLOW","ADJCLOSE","ADJFACTOR","AVGPRICE","TRADESTATUS","TRADESTATUSCODE","LIMIT","STOPPING","PRESETTLE","SETTLE","OI","FS_INFO_TYPE","OPDATE","SOURCE","OICHANGE","DIRTYPRICE","NETPRICE","NAV","ADJNAV","NAV_ADJFACTOR","ROOT","BID","ASK","MID","FIRST_NOTICE_DAY","LAST_TRADING_DAY","PREHALFH_AVG_PRICE","ADJ_FACTOR_NET","ADJ_CLOSE_NET","DELTA","GAMMA","VEGA","THETA","RHO"
IM2606.CFE,"2026-06-03",,,8330.2,8493.4,8300.4,8368.4,31.4,,172909,29086869.416,,,,,,,,,,,,8337,8359.4,201325,"2",2026-06-06 17:31:19,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2606.CFE,"2026-06-04",,,8320,8400,8306.4,8354.8,-4.6,,131965,22063901.76,,,,,,,,,,,,8359.4,8350.6,191874,"2",2026-06-07 17:30:57,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2606.CFE,"2026-06-05",,,8305,8444.6,8240,8291.8,-58.8,,181451,30252532.944,,,,,,,,,,,,8350.6,8298.6,200773,"2",2026-06-08 17:31:47,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2606.CFE,"2026-06-08",,,8117.8,8222,7962,8072.8,-225.8,,200287,32494258.34,,,,,,,,,,,,8298.6,8046.4,201883,"2",2026-06-11 17:30:58,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2606.CFE,"2026-06-09",,,8120,8261.6,8065,8233.4,187,,160340,26153309.232,,,,,,,,,,,,8046.4,8237.2,177843,"2",2026-06-12 17:31:00,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2606.CFE,"2026-06-10",,,8190,8214.8,8053,8162.2,-75,,154308,25101086.816,,,,,,,,,,,,8237.2,8147,177936,"2",2026-06-13 17:30:43,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2606.CFE,"2026-06-11",,,8145,8194.4,8048,8126.4,-20.6,,149516,24243900.404,,,,,,,,,,,,8147,8094.8,171821,"2",2026-06-14 17:30:36,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2606.CFE,"2026-06-12",,,8250,8323.8,8165.2,8196.8,102,,146950,24220362.196,,,,,,,,,,,,8094.8,8191.8,158171,"2",2026-06-15 17:30:40,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2606.CFE,"2026-06-15",,,8292,8480.6,8285,8475.2,283.4,,134896,22677054.752,,,,,,,,,,,,8191.8,8453.4,137607,"2",2026-06-18 17:31:00,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2606.CFE,"2026-06-16",,,8471.8,8645,8447,8602.4,149,,124372,21306409.004,,,,,,,,,,,,8453.4,8609.6,116720,"2",2026-06-19 17:30:43,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2606.CFE,"2026-06-17",,,8570,8696,8570,8695,85.4,,98806,17063379.844,,,,,,,,,,,,8609.6,8660.8,86061,"2",2026-06-20 17:30:36,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2606.CFE,"2026-06-18",,,8666.8,8788,8646.6,8766,105.2,,78697,13737427.1,,,,,,,,,,,,8660.8,8759.8,57977,"2",2026-06-21 17:30:31,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2606.CFE,"2026-06-22",,,8790,8802.4,8620.4,8774.2,14.4,,44990,7842914.288,,,,,,,,,,,,8759.8,8774.84,0,"2",2026-06-25 17:30:55,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-01",,,8270,8375.6,8222.8,8235.2,-7.6,,10555,1749736.772,,,,,,,,,,,,8242.8,8244.4,16869,"2",2026-06-04 17:31:16,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-02",,,8260,8324,8124.2,8256,11.6,,10282,1692566.036,,,,,,,,,,,,8244.4,8268.2,18175,"2",2026-06-05 17:31:55,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-03",,,8272,8420,8229.8,8295.8,27.6,,9928,1656028.228,,,,,,,,,,,,8268.2,8290,19319,"2",2026-06-06 17:31:19,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-04",,,8222,8327,8222,8284,-6,,7967,1320661.792,,,,,,,,,,,,8290,8279.2,19932,"2",2026-06-07 17:30:57,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-05",,,8245.8,8372,8169.4,8214,-65.2,,10182,1680802.652,,,,,,,,,,,,8279.2,8219.2,21017,"2",2026-06-08 17:31:47,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-08",,,8000,8149,7889.6,8000.6,-218.6,,15010,2414527.644,,,,,,,,,,,,8219.2,7976.6,25314,"2",2026-06-11 17:30:58,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-09",,,8100.2,8173.2,7992,8153.8,177.2,,16083,2599335.784,,,,,,,,,,,,7976.6,8152.6,28211,"2",2026-06-12 17:31:00,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-10",,,8102.8,8134,7970.8,8080.2,-72.4,,13513,2175079.588,,,,,,,,,,,,8152.6,8062.4,29492,"2",2026-06-13 17:30:43,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-11",,,8055,8114.6,7975,8049,-13.4,,12505,2008279.008,,,,,,,,,,,,8062.4,8019.4,30546,"2",2026-06-14 17:30:36,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-12",,,8178,8243.4,8093,8122.8,103.4,,15891,2595420.22,,,,,,,,,,,,8019.4,8118.8,33949,"2",2026-06-15 17:30:40,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-15",,,8178,8407.4,8178,8403.4,284.6,,23151,3859561.616,,,,,,,,,,,,8118.8,8376,40710,"2",2026-06-18 17:31:00,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-16",,,8393,8557,8372.8,8523.8,147.8,,25572,4343224.616,,,,,,,,,,,,8376,8525.2,46919,"2",2026-06-19 17:30:43,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-17",,,8490,8613,8490,8612,86.8,,29920,5120798.656,,,,,,,,,,,,8525.2,8580,56723,"2",2026-06-20 17:30:36,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-18",,,8592,8694.8,8576.8,8679,99,,40021,6921867.38,,,,,,,,,,,,8580,8667.6,69030,"2",2026-06-21 17:30:31,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-22",,,8720,8739.8,8533.4,8706.2,38.6,,64293,11097862.612,,,,,,,,,,,,8667.6,8700,88681,"2",2026-06-25 17:30:55,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-23",,,8699,8733,8532.6,8598.8,-101.2,,65773,11370750.708,,,,,,,,,,,,8700,8571.2,87883,"2",2026-06-26 17:30:55,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-24",,,8575,8703.8,8522,8667.6,96.4,,59625,10277979.544,,,,,,,,,,,,8571.2,8676.4,89622,"2",2026-06-26 17:30:55,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-25",,,8700,8763,8630.2,8725.8,49.4,,51012,8873004.82,,,,,,,,,,,,8676.4,8716,84690,"2",2026-06-28 17:30:36,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-26",,,8678,8694.2,8468.8,8532.6,-183.4,,63441,10874745.492,,,,,,,,,,,,8716,8539.8,90290,"2",2026-06-29 17:30:39,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-29",,,8549.8,8602,8346.2,8514.2,-25.6,,69358,11740385.092,,,,,,,,,,,,8539.8,8489,92014,"2",2026-07-02 17:30:57,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-06-30",,,8500.8,8726.8,8474,8705.2,216.2,,55195,9511071.048,,,,,,,,,,,,8489,8689.6,84586,"2",2026-07-03 17:31:00,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-07-01",,,8711.6,8837,8688.2,8727.6,38,,58982,10348116.86,,,,,,,,,,,,8689.6,8734.2,83049,"2",2026-07-04 17:30:45,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-07-02",,,8640,8766.6,8545.2,8570,-164.2,,63818,11048508.816,,,,,,,,,,,,8734.2,8593,85425,"2",2026-07-05 17:30:35,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-07-03",,,8599,8671.6,8525,8567.2,-25.8,,55429,9529337,,,,,,,,,,,,8593,8595.2,81093,"2",2026-07-06 17:30:44,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-07-06",,,8610.4,8617.6,8406,8458,-137.2,,61221,10401100.284,,,,,,,,,,,,8595.2,8448.2,84489,"2",2026-07-09 17:30:58,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-07-07",,,8425,8464.8,8248.6,8296.6,-151.6,,61212,10201367.288,,,,,,,,,,,,8448.2,8281.6,83883,"2",2026-07-10 17:30:54,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-07-08",,,8316.8,8328.2,8125,8131.2,-150.4,,68781,11267297.964,,,,,,,,,,,,8281.6,8151.8,91392,"2",2026-07-11 17:30:45,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-07-09",,,8191,8297.8,7994.4,8282.6,130.8,,73965,12046134.688,,,,,,,,,,,,8151.8,8243.2,85247,"2",2026-07-12 17:30:36,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-07-10",,,8297,8417,8182,8186.2,-57,,60933,10161882.684,,,,,,,,,,,,8243.2,8254.2,78685,"2",2026-07-13 16:30:42,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-07-13",,,8137,8183.8,7788.4,7819,-435.2,,76815,12231859.408,,,,,,,,,,,,8254.2,7819.4,81930,"2",2026-07-16 17:30:54,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-07-14",,,7835,7934,7684,7914.8,95.4,,75103,11747983.592,,,,,,,,,,,,7819.4,7893.4,75403,"2",2026-07-17 17:30:56,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-07-15",,,7958.2,7978,7793.6,7835,-58.4,,57559,9076454.076,,,,,,,,,,,,7893.4,7825,58810,"2",2026-07-18 17:30:42,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-07-16",,,7734,7861.6,7610.6,7655,-170,,54531,8442758.184,,,,,,,,,,,,7825,7658.2,43395,"2",2026-07-19 17:30:36,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2607.CFE,"2026-07-17",,,7620,7637.8,7203.8,7265.4,-392.8,,39448,5876477.636,,,,,,,,,,,,7658.2,7265.9,0,"2",2026-07-20 17:30:43,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-06-23",,,8590.8,8638,8436.8,8515,-185,,8726,1492282.372,,,,,,,,,,,,8700,8490.4,8503,"2",2026-06-26 17:30:55,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-06-24",,,8504.4,8611.2,8441,8568,77.6,,8861,1510405.516,,,,,,,,,,,,8490.4,8577,9852,"2",2026-06-26 17:30:55,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-06-25",,,8577.2,8661.2,8526.4,8622.6,45.6,,8079,1388900.064,,,,,,,,,,,,8577,8616.8,12624,"2",2026-06-28 17:30:36,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-06-26",,,8582.8,8591.2,8362,8424.6,-192.2,,9481,1604592.14,,,,,,,,,,,,8616.8,8427.4,13004,"2",2026-06-29 17:30:39,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-06-29",,,8447.8,8494.2,8246,8405.6,-21.8,,7738,1295282.752,,,,,,,,,,,,8427.4,8385.6,13904,"2",2026-07-02 17:30:57,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-06-30",,,8381,8619.8,8372.6,8606.2,220.6,,6575,1118973.372,,,,,,,,,,,,8385.6,8585.4,13883,"2",2026-07-03 17:31:00,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-07-01",,,8606.2,8729.6,8582,8620.6,35.2,,9191,1594047.28,,,,,,,,,,,,8585.4,8628,16610,"2",2026-07-04 17:30:45,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-07-02",,,8502,8654.6,8441.4,8473,-155,,13183,2253219.268,,,,,,,,,,,,8628,8494,18259,"2",2026-07-05 17:30:35,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-07-03",,,8480.2,8568,8428.6,8468.4,-25.6,,11993,2037447.524,,,,,,,,,,,,8494,8493,19588,"2",2026-07-06 17:30:44,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-07-06",,,8528.8,8528.8,8304.4,8362,-131,,13051,2189149.488,,,,,,,,,,,,8493,8348.2,23481,"2",2026-07-09 17:30:58,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-07-07",,,8343.8,8364.4,8153.8,8200,-148.2,,13689,2255420.62,,,,,,,,,,,,8348.2,8186,26210,"2",2026-07-10 17:30:54,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-07-08",,,8224.2,8230.2,8039.6,8046,-140,,17666,2862242.7,,,,,,,,,,,,8186,8067,32832,"2",2026-07-11 17:30:45,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-07-09",,,8088,8218,7928.4,8207,140,,18830,3037252.532,,,,,,,,,,,,8067,8167.2,36783,"2",2026-07-12 17:30:36,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-07-10",,,8257.2,8326.4,8097,8099.2,-68,,16770,2765401.96,,,,,,,,,,,,8167.2,8168,39413,"2",2026-07-13 16:30:42,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-07-13",,,8030.2,8105.2,7723,7750,-418,,29877,4705567.352,,,,,,,,,,,,8168,7755.6,52270,"2",2026-07-16 17:30:54,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-07-14",,,7768,7872,7631.6,7854.4,98.8,,32294,5009861.956,,,,,,,,,,,,7755.6,7830.4,58492,"2",2026-07-17 17:30:56,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-07-15",,,7880,7918.6,7730,7780.4,-50,,32113,5019187.08,,,,,,,,,,,,7830.4,7762.8,66494,"2",2026-07-18 17:30:42,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-07-16",,,7708,7807.4,7563.6,7599.6,-163.2,,46976,7217105.712,,,,,,,,,,,,7762.8,7608.8,85900,"2",2026-07-19 17:30:36,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2608.CFE,"2026-07-17",,,7588,7588,7088,7118.8,-490,,90297,13248671.96,,,,,,,,,,,,7608.8,7197.4,118008,"2",2026-07-20 17:30:43,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
