date,code,expiry,asset_type,qty,k,volume,price,option_type,strike,spot
2026-07-23,MO2609-P-6200.CFE,2026-09-18,OPTION,23,-0.13153747059868512,2524.0,66.0,PUT,6200.0,7195.4997
2026-07-23,MO2609-P-6400.CFE,2026-09-18,OPTION,22,-0.09978877228410474,953.0,99.0,PUT,6400.0,7195.4997
2026-07-23,MO2609-P-6600.CFE,2026-09-18,OPTION,18,-0.06901711361735109,1671.0,145.8,PUT,6600.0,7195.4997
2026-07-23,MO2609-P-6900.CFE,2026-09-18,OPTION,8,-0.024565351046517248,1664.0,246.4,PUT,6900.0,7195.4997
2026-07-23,MO2609-C-7300.CFE,2026-09-18,OPTION,-8,0.031787585504614434,1225.0,233.2,CALL,7300.0,7195.4997
2026-07-23,MO2609-C-7600.CFE,2026-09-18,OPTION,-18,0.07206148464255449,2098.0,140.4,CALL,7600.0,7195.4997
2026-07-23,MO2609-C-7800.CFE,2026-09-18,OPTION,-21,0.09803697104581502,1698.0,98.2,CALL,7800.0,7195.4997
2026-07-23,MO2609-C-8100.CFE,2026-09-18,OPTION,-22,0.13577729902866215,363.0,56.0,CALL,8100.0,7195.4997
2026-07-23,IM_20260918,2026-09-18,FUTURE,16,0.0,,7071.6,,,7195.4997
2026-07-24,MO2609-P-6200.CFE,2026-09-18,OPTION,30,-0.1040984292391308,2499.0,106.8,PUT,6200.0,6995.6931
2026-07-24,MO2609-P-6400.CFE,2026-09-18,OPTION,25,-0.07234973092455048,1116.0,151.0,PUT,6400.0,6995.6931
2026-07-24,MO2609-P-6600.CFE,2026-09-18,OPTION,14,-0.04157807225779675,1532.0,211.2,PUT,6600.0,6995.6931
2026-07-24,MO2609-P-6800.CFE,2026-09-18,OPTION,4,-0.011725109108115568,1690.0,291.0,PUT,6800.0,6995.6931
2026-07-24,MO2609-C-7100.CFE,2026-09-18,OPTION,-10,0.03144706275709303,770.0,245.4,CALL,7100.0,6995.6931
2026-07-24,MO2609-C-7300.CFE,2026-09-18,OPTION,-16,0.05922662686416888,947.0,175.0,CALL,7300.0,6995.6931
2026-07-24,MO2609-C-7500.CFE,2026-09-18,OPTION,-18,0.08625529925208811,1269.0,123.2,CALL,7500.0,6995.6931
2026-07-24,MO2609-C-7700.CFE,2026-09-18,OPTION,-18,0.11257260756946146,1137.0,86.0,CALL,7700.0,6995.6931
2026-07-24,MO2609-C-8000.CFE,2026-09-18,OPTION,-14,0.15079382038965922,3475.0,51.4,CALL,8000.0,6995.6931
2026-07-24,IM_20260918,2026-09-18,FUTURE,19,0.0,,6880.2,,,6995.6931
2026-07-27,MO2610-P-6200.CFE,2026-10-16,OPTION,18,-0.13210106546473668,584.0,97.6,PUT,6200.0,7228.7845
2026-07-27,MO2610-P-6300.CFE,2026-10-16,OPTION,18,-0.11610072411829561,115.0,110.8,PUT,6300.0,7228.7845
2026-07-27,MO2610-P-6600.CFE,2026-10-16,OPTION,14,-0.06958070848340278,114.0,176.0,PUT,6600.0,7228.7845
2026-07-27,MO2610-C-7200.CFE,2026-10-16,OPTION,-1,0.01743066850622695,135.0,327.0,CALL,7200.0,7228.7845
2026-07-27,MO2610-C-7800.CFE,2026-10-16,OPTION,-14,0.09747337617976354,100.0,136.8,CALL,7800.0,7228.7845
2026-07-27,MO2610-C-7900.CFE,2026-10-16,OPTION,-15,0.11021240195719326,142.0,118.8,CALL,7900.0,7228.7845
2026-07-27,MO2610-C-8000.CFE,2026-10-16,OPTION,-16,0.12279118416405334,371.0,106.4,CALL,8000.0,7228.7845
2026-07-27,IM_20261016,2026-10-16,FUTURE,11,0.0,,7075.5866407743815,,,7228.7845
2026-07-28,MO2609-P-6200.CFE,2026-09-18,OPTION,30,-0.11321347129685212,2118.0,102.6,PUT,6200.0,7026.2761
2026-07-28,MO2609-P-6400.CFE,2026-09-18,OPTION,24,-0.0814647729822718,868.0,145.4,PUT,6400.0,7026.2761
2026-07-28,MO2609-P-6600.CFE,2026-09-18,OPTION,16,-0.050693114315518095,2084.0,201.2,PUT,6600.0,7026.2761
2026-07-28,MO2609-P-6800.CFE,2026-09-18,OPTION,7,-0.020840151165836925,1367.0,277.6,PUT,6800.0,7026.2761
2026-07-28,MO2609-C-7100.CFE,2026-09-18,OPTION,-6,0.022332020699371822,927.0,271.6,CALL,7100.0,7026.2761
2026-07-28,MO2609-C-7300.CFE,2026-09-18,OPTION,-13,0.05011158480644755,803.0,194.6,CALL,7300.0,7026.2761
2026-07-28,MO2609-C-7500.CFE,2026-09-18,OPTION,-18,0.07714025719436687,740.0,140.2,CALL,7500.0,7026.2761
2026-07-28,MO2609-C-7700.CFE,2026-09-18,OPTION,-20,0.10345756551174029,619.0,96.2,CALL,7700.0,7026.2761
2026-07-28,MO2609-C-8000.CFE,2026-09-18,OPTION,-19,0.14167877833193798,2351.0,57.6,CALL,8000.0,7026.2761
2026-07-28,IM_20260918,2026-09-18,FUTURE,19,0.0,,6943.2,,,7026.2761
