date,expiry,FIRST_DELTA_EXPOSURE,SECOND_DELTA_DELTA_EXPOSURE,FIRST_SMILE_ROLL_EXPOSURE,SECOND_SMILE_ROLL_SMILE_ROLL_EXPOSURE,FIRST_ATM_EXPOSURE,SECOND_ATM_ATM_EXPOSURE,FIRST_SKEW_EXPOSURE,SECOND_SKEW_SKEW_EXPOSURE,FIRST_CURV_EXPOSURE,SECOND_CURV_CURV_EXPOSURE,FIRST_TAU_EXPOSURE,SECOND_TAU_TAU_EXPOSURE,FIRST_R_EXPOSURE,SECOND_R_R_EXPOSURE,CROSS_DELTA_SMILE_ROLL_EXPOSURE,CROSS_DELTA_ATM_EXPOSURE,CROSS_DELTA_SKEW_EXPOSURE,CROSS_DELTA_CURV_EXPOSURE,CROSS_DELTA_TAU_EXPOSURE,CROSS_DELTA_R_EXPOSURE,CROSS_SMILE_ROLL_ATM_EXPOSURE,CROSS_SMILE_ROLL_SKEW_EXPOSURE,CROSS_SMILE_ROLL_CURV_EXPOSURE,CROSS_SMILE_ROLL_TAU_EXPOSURE,CROSS_SMILE_ROLL_R_EXPOSURE,CROSS_ATM_SKEW_EXPOSURE,CROSS_ATM_CURV_EXPOSURE,CROSS_ATM_TAU_EXPOSURE,CROSS_ATM_R_EXPOSURE,CROSS_SKEW_CURV_EXPOSURE,CROSS_SKEW_TAU_EXPOSURE,CROSS_SKEW_R_EXPOSURE,CROSS_CURV_TAU_EXPOSURE,CROSS_CURV_R_EXPOSURE,CROSS_TAU_R_EXPOSURE
2026-07-14,2026-09-18,-65.19224374784244,-0.06412998247163443,-1331392.2649968234,139735.24902593135,-93105.91069225164,-2013864.771475092,-994139.0383361387,-15259.49968777479,-2063.7991456092695,89.40885772116678,23613.501590341097,-937488.6028833917,-11106.418437378823,2010.0464502724599,128.31630785836833,-7601.586256323223,-127.29021097783007,-55.59282955657336,-6362.3503031703785,445.76078824631725,-3665357.5161685115,-3402.3909193503205,-1030719.338484669,-6799914.997620823,240745.13318275398,-2788405.3714303263,-7461.8912828233515,-1624553.544883225,16835.441616712924,-27457.791536330697,-5111146.235632238,179760.10451095842,-8446.589342951673,373.2258730376384,-65691.91718094866
2026-07-15,2026-09-18,66.10597736737236,-0.07141327202969078,-1258904.325504686,252529.54979031184,-53329.67430904438,-3109818.0536113796,-1004880.209348202,-60415.45748866911,-4125.174647174554,-320.78962501828215,112356.73199147079,-1909757.8938710846,-16696.490406786797,2954.594593676221,251.3779866973473,-7547.531175176992,-169.62098328037428,-56.609929494873136,-6543.627559100284,451.24139813624123,-3275811.1136478647,40721.41673709871,-1037548.319475295,-6429836.238984519,224191.45543170697,-2760363.50067826,-30194.310500513566,-2420168.2343597673,9496.992016793636,-27487.911727846782,-5237640.4714228045,178951.14888233045,-33551.40914752463,734.6217946247739,-113765.71671042679
2026-07-16,2026-12-18,-30.36052789550672,0.04900740882083646,-135179.34367901357,-54731.12171820583,40102.731479047274,-1606945.8913406858,-986619.7425285447,-168420.48142515103,-18563.129432208487,-2523.1483356066246,-86829.1100316933,-229398.61977056973,3432.7285656369477,-1440.033277807157,-325.83975713559124,-3616.303399552874,-155.53327022012147,-41.85621585365997,-1242.7946860615937,607.413367087365,-408824.2274916897,-147413.07432836376,-998218.5954479885,-318012.8556243322,57405.19118400934,-1949297.9380564597,-84207.6444256413,-712112.0056014315,-17030.178168743587,-32200.0240494226,-1838301.740471564,418975.00688854564,-54100.5598536991,7883.107834444155,44956.07984325205
2026-07-17,2026-12-18,-18.57467943452548,-0.033614283630192525,-49521.330355934064,-63786.780474006366,-938758.7392133167,-5845486.44417529,-1014056.9149508129,-231981.97332005895,-51769.43434201409,-2419.196196028497,-604074.0932032255,-254088.37414087434,4671.22957701349,-1983.8353182422134,-797.600410922234,-3611.0558085333278,-373.8151283112899,-38.21608105374489,-1329.1808502610752,851.6726246469057,-1155359.6459929848,-1231542.6883125135,-1037644.2391071989,-539572.8526248442,20891.309765601753,-1393889.1881028127,-115990.2848931065,-3511145.1078688605,396078.35902679805,-23804.05130845413,-1734229.394857128,427848.5950686083,-107335.34659367465,21842.97833331527,265941.6478472535
2026-07-20,2026-09-18,-20.781842584584865,-0.20596359664592306,-478347.9154708562,-514612.52116681694,-828119.1412294338,-4905553.934985338,-954975.1845123054,-188435.84194156458,-31735.022268903846,-1881.1108960728998,-1248953.9242771452,-4490051.659071053,-7500.0343912279295,1201.2909185917454,-521.0542796396396,-5162.53459025105,-377.8772171042227,-47.496792177806874,-6373.8800474129675,463.6901349702123,-988634.1881552767,-1012631.8643557867,-970770.8834004108,-2708911.9803111344,78632.20523386232,-1477150.9410762468,-94199.06599046417,-8902498.222364582,136129.49254776968,-21132.475544817757,-4753145.039568282,156980.68808513874,-217461.82475006417,5216.406550079982,159682.1227344158
2026-07-21,2026-10-16,66.6065598415612,-0.1029981276212053,-1491218.5876166099,-651058.772979212,-442841.5414431412,1056332.6876349766,-1007322.9018400777,35772.50415595368,4113.102281460193,195.64297285276936,-328427.07662246376,1181858.5652698786,30644.426731403946,-7251.957059553304,-152.2238234304197,-5546.211465468824,-23.654447287911495,-28.52814950365221,-3781.150776992561,699.1924379714235,-1772283.1373218605,-417081.17489597853,-1018358.3436850007,-4332534.598923309,355439.82009815774,-1219970.2809091671,17520.9462940592,-210853.530586333,105553.91546652681,-7758.948772262553,-2942142.664919937,240101.75543239884,20627.84995238234,-980.4427379524313,206848.38220297208
2026-07-22,2026-10-16,75.81025497143946,-0.010902943490527395,-1953434.131634722,1183543.9733234625,321605.19411582826,-1955986.8609408722,-1000286.3863122198,-37348.85694890639,-606.8158205255113,-198.2734092034299,437097.7790748703,-1279530.586778733,-39948.09965206515,9393.059169977076,496.14823577962295,-6557.29768650063,-130.6588298641279,-36.82114534964828,-4161.259475418415,688.9871642499367,-2982437.563642188,440441.0203419381,-1020426.3067241494,-6085538.780902473,460259.25934455387,-1672583.9206406865,-18676.538134062408,-213316.67419427726,-75775.37890040322,-11619.269477963397,-3188387.801811761,235682.79059357356,-10918.108305575654,143.01538621119562,-272534.07964497793
2026-07-23,2026-09-18,54.446020483704615,-0.15209897047338583,-2168335.7066868977,578374.515535613,-77598.60308543523,-2506852.2600284694,-995287.0191276105,-37173.40211929864,-1019.8258647069761,-169.40019199662436,204205.05035484303,-1779031.311026529,-11091.251661810027,1709.0921270816266,533.9586438142644,-9608.336755514938,-149.7833707602235,-53.01232444524308,-9351.482388511064,491.2234906664149,-5051394.091052646,57537.341183596756,-1030246.161581907,-11962109.768030697,338616.2180271345,-2414039.697461208,-18594.009887825654,-2051112.4063710663,12118.576863147639,-16757.67740474868,-5557302.374013158,155428.82322828384,-17178.285037398397,159.2788047681397,-102912.81381336506
2026-07-24,2026-09-18,-59.57420497955218,-0.168431019493119,-2219164.232847444,451695.3190673245,-37311.37247775064,-4498730.200924173,-984673.4764772372,-94156.35611000104,-7269.485637062819,-509.32372058418247,332861.53940615314,-4855705.585909182,-24879.87317512836,3888.7214436221684,621.1985974056798,-9020.730359347712,-256.2888876631765,-43.44190460537672,-9363.97285892899,592.1538429463421,-3519755.8667167346,-7444.717171925353,-1006120.3817994313,-10964492.865370937,340473.41451348405,-1823250.187953656,-47081.76768037445,-4271851.355144057,5723.984560267811,-12268.096901587269,-5105842.63260039,151072.5882222121,-70098.54570482258,1115.3353297718395,-213233.45946098785
2026-07-27,2026-10-16,95.07751620271392,-0.044359397269313594,-2768742.8726494946,294732.85883049015,-34747.77388860495,-1077486.1486579739,-993357.3655617514,-2340.938234070658,-429.4695348265559,60.25521644544037,51882.753321877564,-328440.6582657463,-7421.32540475874,1640.8800244486629,-38.12347195572812,-7212.574392525473,-102.5462806310785,-45.50267889778331,-4775.346078911818,467.11979217851444,-5943491.5731417425,32468.31968982448,-1034305.843452347,-10191237.148333687,614433.9902721546,-2144734.6883419184,-1163.1391017911228,-595622.9050507033,7710.7911701797275,-14698.5051036234,-3662153.2090812484,220445.75442618027,-174.81392764250631,95.32903057521071,-44955.93304114218
2026-07-28,2026-09-18,-94.27905290169292,-0.14542500513277218,-2626330.0638273265,1718197.1225400232,209504.03855151194,-3956298.3668733696,-1005173.8148005517,-74753.56424881617,-3413.9697583847146,-382.8688396916636,898438.2127427561,-6257280.398835295,-31301.939021706923,4453.68186774431,1172.2632557446461,-8883.505378719314,-221.18726971637722,-44.49997194876262,-10414.980942788912,554.8014206300336,-3882869.0373316603,372190.927757293,-1028966.1595211365,-13973407.08762222,374163.8338850407,-1811186.469628152,-37382.56992519031,-2912659.5864145327,-29847.236384386808,-12099.484072647736,-5654940.054202995,143202.9905762332,-50086.347855527616,486.42160483182647,-347713.5235012241
