date,MODEL_PNL,MARKET_PNL,ACTUAL_PNL_AFTER_FEES,FEE_PNL,FIRST_DELTA,SECOND_DELTA_DELTA,FIRST_SMILE_ROLL,SECOND_SMILE_ROLL_SMILE_ROLL,FIRST_ATM,SECOND_ATM_ATM,FIRST_SKEW,SECOND_SKEW_SKEW,FIRST_CURV,SECOND_CURV_CURV,FIRST_TAU,SECOND_TAU_TAU,FIRST_R,SECOND_R_R,CROSS_DELTA_SMILE_ROLL,CROSS_DELTA_ATM,CROSS_DELTA_SKEW,CROSS_DELTA_CURV,CROSS_DELTA_TAU,CROSS_DELTA_R,CROSS_SMILE_ROLL_ATM,CROSS_SMILE_ROLL_SKEW,CROSS_SMILE_ROLL_CURV,CROSS_SMILE_ROLL_TAU,CROSS_SMILE_ROLL_R,CROSS_ATM_SKEW,CROSS_ATM_CURV,CROSS_ATM_TAU,CROSS_ATM_R,CROSS_SKEW_CURV,CROSS_SKEW_TAU,CROSS_SKEW_R,CROSS_CURV_TAU,CROSS_CURV_R,CROSS_TAU_R,T1_DELTA,T2_DELTA,SH_DELTA,T1_SMILE_ROLL,T2_SMILE_ROLL,SH_SMILE_ROLL,T1_ATM,T2_ATM,SH_ATM,T1_SKEW,T2_SKEW,SH_SKEW,T1_CURV,T2_CURV,SH_CURV,T1_TAU,T2_TAU,SH_TAU,T1_R,T2_R,SH_R,T1_MODEL_RESIDUAL,T1_TOTAL_RESIDUAL,T1_MARKET_NOISE,T2_MODEL_RESIDUAL,T2_TOTAL_RESIDUAL,T2_MARKET_NOISE,SH_MODEL_RESIDUAL,SH_TOTAL_RESIDUAL,SH_MARKET_NOISE
2026-06-16,2745.563530909829,6220.00000000064,2403.3408049596437,-3816.6591950409966,4481.584241589269,270.98158663890945,-13828.574692144455,0.09600163887908764,911.2693541701574,36.571585181982385,8451.220438786166,1.5996002342359157,313.23323835406245,1.4909300051838699,-77.87020122807462,1.3572967277040857,0.0,0.0,56.19947057411176,3576.0952319995463,104.91871005172086,635.0582781281078,-901.3257882659725,0.0,-267.10393627168315,-10.504444582000502,-1369.951878888846,141.20930560838264,0.0,165.3992620591926,14.207796361348386,-20.24465333007346,0.0,39.13210470979278,-86.7243704741565,0.0,-4.52059590120129,0.0,0.0,4481.584241589269,6488.038779471943,6668.795025064552,-13828.574692144455,-14553.554432285597,-14557.024662792026,911.2693541701574,2682.017789761301,2649.461314066015,8451.220438786166,8558.930669902677,8537.135677807502,313.23323835406245,-28.312979436152318,-43.16744610500882,-77.87020122807462,-512.3159556818814,-509.63637712723994,0.0,0.0,0.0,2494.7011513827038,5969.137620473515,3474.4364690908114,110.75965917753865,3585.19612826835,3474.4364690908114,-3.965396899729967e-09,3474.436469086846,3474.4364690908114
2026-06-17,-53199.4163747376,-62560.00000000007,-63055.00000000007,-495.0,-5119.686068359297,92.08066583761024,-13673.402659779074,-3.91853382107368,146.02255245567994,9.94443688896187,-35844.00061356924,22.43574018333605,-27.577677431083742,0.01699394534591807,43.77531165810865,1.3250096799645394,0.0,0.0,-1.3035990120985446,1966.6969654916572,-347.9006506887278,-56.42864448464541,-810.2186853797931,0.0,-149.82662673900683,5.713641505702697,133.0168163814027,135.10875216227672,0.0,-395.96517560588427,-0.7246711971181132,-7.806610373107993,0.0,14.281195609626087,355.29323368413293,0.0,0.40669608021325776,0.0,0.0,-5119.686068359297,-4652.182709558489,-4428.431441414286,-13673.402659779074,-13615.966701451009,-13561.462888222155,146.02255245567994,862.1539301329099,859.0278226634432,-35844.00061356924,-36005.85375113347,-35967.30874042686,-27.577677431083742,17.715012709001513,18.165103688045093,43.77531165810865,-118.50798557506596,-119.40623102579457,0.0,0.0,0.0,1275.4527802873054,-8085.130844975167,-9360.583625262472,313.22583013853,-9047.357795123942,-9360.583625262472,7.275957614183426e-12,-9360.583625262465,-9360.583625262472
2026-06-18,11340.410379324254,13760.000000000058,13625.000000000058,-135.0,-507.2026637803938,63.69876138039939,-8828.531780954385,-12.029418421223184,127.3965277518173,12.613037940365636,23112.335905195985,-1.275873915939215,-289.9896805264448,-4.5559734125355185,356.6625157493388,1.1828312171273963,0.0,0.0,97.04803113649727,-1434.1864280730465,129.77753968347236,573.0653529545223,-529.123210593888,0.0,104.79887386982456,35.04481896436272,-1384.8800190494067,87.05926766390627,0.0,-281.51735146377325,1.7274643668620158,4.609615627957837,0.0,143.63692002176722,-229.48487158897095,0.0,4.380258630828536,0.0,0.0,-507.2026637803938,-1025.213259846205,-1008.105396428844,-8828.531780954385,-9371.025713083016,-9381.783788820816,127.3965277518173,-662.2743471439098,-659.9928135503897,23112.335905195985,23009.788559088476,22982.296803222802,-289.9896805264448,-625.5806654766916,-620.7466941177122,356.6625157493388,26.565876836384177,28.742269019993728,0.0,0.0,0.0,-2630.2604441116637,-210.67082343585935,2419.5896206758043,-11.850071050785118,2407.739549625019,2419.5896206758043,-7.785274647176266e-10,2419.589620675026,2419.5896206758043
2026-06-22,62585.80063651182,69459.9999999988,69369.9999999988,-90.0,515.786768863516,5.253207486436995,-2222.1547719573405,-0.18769958787492946,293.9763826146873,1.4355060952582566,66918.13943820106,-101.13551887734968,-164.58453427632503,-2.2070086255303076,-149.17070065084226,-4.985731768625225,0.0,0.0,2.0533028280237273,144.79580804523025,66.15614250675327,54.28774394765975,-479.87042476380265,0.0,-12.205009299687992,0.514214812853794,-131.68501064844187,89.5640588631551,0.0,368.6513580260099,-3.281559503928854,-10.218016295419957,0.0,180.68153493205935,-2695.7027728857456,0.0,17.742438605876536,0.0,0.0,515.786768863516,414.7512626318894,400.99104002210515,-2222.1547719573405,-2248.2216932672636,-2257.7269954000053,293.9763826146873,539.2831791960461,536.8481164785753,66918.13943820106,65777.1541580197,65723.06160482237,-164.58453427632503,-107.91896923524291,-107.19258264310338,-149.17070065084226,-1693.398790657433,-1710.180546768137,0.0,0.0,0.0,-2606.191946282932,4268.007417204055,6874.199363486987,-95.84851017587062,6778.350853311116,6874.199363486987,1.4551915228366852e-11,6874.199363487001,6874.199363486987
2026-06-23,-28196.105035116983,-37219.99999999875,-38189.21131999875,-969.21132,12072.450172819721,177.05587752455062,20436.073505360797,52.977061780663604,710.0886701671197,-2.645928412293923,-58060.03977786363,-52.96006665709075,-169.25809847527762,-9.909960668378915,-567.414792127488,-1.7323189898166398,0.0,0.0,-436.68808541103846,-2051.3082700635514,337.24535293542124,1505.3549520123552,1122.08298801624,0.0,165.4566362851909,-229.26660403170763,-3913.416621227399,-207.41918845636755,0.0,-474.97033677258923,12.623460386494067,-2.3699874894326314,0.0,438.4256574765723,591.4362355489291,0.0,-4.891903335896984,0.0,0.0,12072.450172819721,12487.84951908898,12371.331641762983,20436.073505360797,18178.383635720802,18355.70830348776,710.0886701671197,-467.8415070721203,-475.10292748647544,-58060.03977786363,-57781.56469194241,-57507.01198620218,-169.25809847527762,-1160.120286487594,-1135.672233104724,-567.414792127488,180.27196102443077,194.64216642575911,0.0,0.0,0.0,-2618.004714998224,-11641.89967987999,-9023.894964881767,366.9163345509296,-8656.978630330837,-9023.894964881767,-1.0550138540565968e-10,-9023.894964881873,-9023.894964881767
2026-06-24,-13340.25687445789,-21139.999999999985,-24967.081199999986,-3827.0812,922.7637002270785,115.40052319410597,-9617.770444189597,-16.346141741072245,324.69550836135204,51.99803987449005,-2501.7232288814566,0.03468558131248778,4.073164220224129,-0.0001974454745492871,913.7298776488856,4.988799521912519,0.0,0.0,213.5257300861679,-3102.3876626682904,-13.730710093759505,-8.286133898747208,-1112.9275490665595,0.0,175.29547368461365,-4.605923165311591,20.561535427433455,146.38117642753164,0.0,48.057002445907756,0.12024196657886876,19.138317126553602,0.0,0.1636034526943004,38.6148453592166,0.0,-0.04523007827821535,0.0,0.0,922.7637002270785,-973.7389393993944,-926.6570168262115,-9617.770444189597,-9358.537589700452,-9345.59996682511,324.69550836135204,-1053.1947654864798,-1071.3865884515362,-2501.7232288814566,-2467.439134300771,-2464.6967149311286,4.073164220224129,10.329975209590202,10.098638881369112,913.7298776488856,464.29945705502723,457.9847736947404,0.0,0.0,0.0,-3386.025451844378,-11185.768577386474,-7799.743125542096,38.02412216459197,-7761.719003377504,-7799.743125542096,-1.4551915228366852e-11,-7799.743125542111,-7799.743125542096
2026-06-25,-29829.02368826956,-35699.99999999936,-39608.12375999936,-3908.12376,-1240.4727627935063,20.32725957028623,-7894.873674756235,-4.758192151321005,24.962207094886253,31.49547437369094,-17868.93557408508,-6.367685974903111,-121.07000209018179,-19.499899599503483,143.2527889576986,0.7811968438875978,0.0,0.0,9.43211371766263,-2334.079985161667,-74.01520792203308,652.8627490964782,-499.72075520859323,0.0,189.43376933915724,-13.80024213132728,-1494.8707969283084,87.18879770003501,0.0,431.354006915888,37.60759893268826,8.34672142297552,0.0,-160.57183874582728,197.69162449089043,0.0,10.978618894631367,0.0,0.0,-1240.4727627935063,-2342.9060459623142,-2323.4241440999176,-7894.873674756235,-8510.940046058946,-8493.549324252215,24.962207094886253,-777.2112628069044,-774.9915727402858,-17868.93557408508,-17684.974088756186,-17677.027372926586,-121.07000209018179,-617.566736064854,-609.8937044007848,143.2527889576986,46.27648945155693,49.86243015024161,0.0,0.0,0.0,-2871.8866705971413,-8742.862982326942,-5870.976311729801,58.298001928087615,-5812.678309801713,-5870.976311729801,-1.4551915228366852e-11,-5870.976311729815,-5870.976311729801
2026-06-26,17139.96108945919,19139.999999997148,18035.790519997146,-1104.20948,11300.290927045397,1622.8330917761286,37087.388838077386,6.6634669062624425,497.41043061686696,3.849464055828321,-27889.746850093994,4.626079444690333,-202.66753241193328,-3.2386652976677226,-134.05862559804268,0.6446169187055408,0.0,0.0,500.38734909370964,-2693.866265316966,563.8461811062872,2905.9871510384774,2077.656479180861,0.0,225.50652976967697,-88.44030429682607,-7417.977315212102,-395.4609118001342,0.0,-171.20794327681662,-3.7667483710610483,-7.2658122347375524,0.0,244.21480622102752,298.07016941377145,0.0,1.6560558237530003,0.0,0.0,11300.290927045397,14600.129466372775,12892.630453058286,37087.388838077386,33506.0599787608,33595.87547940613,497.41043061686696,-824.0402250422567,-828.1541873551282,-27889.746850093994,-27461.879316065577,-27169.201586031813,-202.66753241193328,-2340.8492229595545,-2223.6436823355302,-134.05862559804268,853.9139815124224,872.4546127153844,0.0,0.0,0.0,-3518.6560981764887,-1518.617187638532,2000.0389105379568,-1193.373573119421,806.6653374185357,2000.0389105379568,1.8553691916167736e-09,2000.0389105398122,2000.0389105379568
2026-06-29,12107.383665653619,13140.000000000704,10785.000000000704,-2355.0,823.1211215471849,4.7131713623810185,1589.2254389538525,-0.22523320401071367,163.84686080441907,2.027763949683266,8991.821810655876,1.5039732449122205,103.86956916617987,0.0055222123498269715,439.4340980282059,27.731619902931868,0.0,0.0,3.4412271671636048,-73.65405439884617,-14.21916778240443,-22.943215354441584,341.9304884442288,0.0,5.071992122543387,-0.21620569216244512,53.005140175791766,-52.59341384540216,0.0,30.305373254220537,0.8192837620414037,-17.512577430408435,0.0,12.107345760167707,-303.0768475538734,0.0,-3.8730246106159036,0.0,0.0,823.1211215471849,945.1119319474128,948.0253812682568,1589.2254389538525,1593.354575713809,1592.469306430396,163.84686080441907,138.38963340887835,138.32791636083357,8991.821810655876,8855.776032893764,8854.299965976747,103.86956916617987,123.43285624500157,122.89598884477334,439.4340980282059,449.60303043309887,451.3651067726187,0.0,0.0,0.0,-3.935233502099436,1028.6811008449858,1032.6163343470853,1.715605011653679,1034.331939358739,1032.6163343470853,-7.275957614183426e-12,1032.616334347078,1032.6163343470853
2026-06-30,-69988.95966770232,-73760.0000000007,-73790.0000000007,-30.0,-14164.35197370284,540.8157094050821,-30080.423571669602,-141.40575093544555,231.29067816941415,14.693489939931755,-22047.059716062155,7.633522341413421,388.6014867331296,0.07426325352102126,478.47175701330184,3.776905084473216,0.0,0.0,997.4843768063921,-4072.1304353011587,-578.5246077909991,2325.1563489366586,-2233.8588337757415,0.0,291.6904260147192,-114.16976328221529,-5173.628037965901,349.4830238235474,0.0,223.98176597567198,-10.791220049759993,10.8555226769639,0.0,-163.30608124354166,260.51300428388197,0.0,-5.369721309701738,0.0,0.0,-14164.35197370284,-15404.47283986013,-13230.36528526229,-30080.423571669602,-32046.399309906767,-31712.76642462169,231.29067816941415,-1532.2128022324382,-1516.687036966207,-22047.059716062155,-22225.179034749348,-22064.70374337415,388.6014867331296,-1125.2936058294727,-1151.854796726322,478.47175701330184,-326.93984005275047,-312.58238075165946,0.0,0.0,0.0,-4795.488328183572,-8566.528660481948,-3771.0403322983766,2671.5377649285947,-1099.502567369782,-3771.0403322983766,-1.4551915228366852e-11,-3771.040332298391,-3771.0403322983766
2026-07-01,46833.13186358783,55520.000000000684,53525.000000000684,-1995.0,-7.9990562799575855,-1.9680881847965814,-2437.998076676722,-1.4242268775792062,2473.3535472183084,72.76368539086948,46970.263864718014,63.772643829667985,514.842050266413,14.570604108622511,1134.9361990896175,6.026616083954133,0.0,0.0,7.066326796728769,-591.9704027010649,86.44468964273145,234.38986678959895,-155.91555201913465,0.0,45.311192858572376,38.730331547882784,-560.7922561020621,27.52146035211838,0.0,-945.8475222874832,-66.9798645719375,13.210734338383432,0.0,491.26258902206246,-545.8808259155842,0.0,-15.674715188169408,0.0,0.0,-7.9990562799575855,-219.95968021031877,-228.2046993769909,-2437.998076676722,-2660.503775827681,-2663.836702574168,2473.3535472183084,1772.9793014274146,1772.5891158387349,46970.263864718014,46596.39113955249,46573.912905370766,514.842050266413,570.5154643497808,575.96439687373,1134.9361990896175,802.5933659573761,802.7068474572927,0.0,0.0,0.0,-1814.2666647478472,6872.60147166501,8686.868136412857,-28.883951661242463,8657.984184751615,8686.868136412857,-1.5425030142068863e-09,8686.868136411314,8686.868136412857
2026-07-02,-9807.482279937365,3939.9999999987776,-770.9405200012225,-4710.94052,6941.00891946652,-1443.8163024230344,-42362.36768904583,112.36042601953409,-707.308325573169,-88.19933635617457,12954.642868819328,-0.977012789612397,-107.64371035492877,-0.844692509472754,-531.4413192154725,-4.84981990574753,0.0,0.0,-1586.6781270463127,15223.675880029341,-197.86734694163,-2607.1929682273085,-4494.175422400745,0.0,-1022.9290598010089,-22.56829361923758,7170.3619910212,722.9304140098228,0.0,319.95278456670144,20.407690536857274,40.713328513755755,0.0,-69.27963836119058,-222.35986836593167,0.0,-0.9997811940647665,0.0,0.0,6941.00891946652,8666.07362475025,10962.760855020606,-42362.36768904583,-39619.44880074407,-39433.1397696463,-707.308325573169,6495.4026499934735,6379.2179561687935,12954.642868819328,12857.60467466907,12723.554969318702,-107.64371035492877,2148.1602440233446,2099.0449095464046,-531.4413192154725,-2513.236803839799,-2538.9212003455277,0.0,0.0,0.0,14005.626975966188,27753.10925590233,13747.482279936143,2157.9621312103627,15905.444411146505,13747.482279936143,-4.3655745685100555e-11,13747.482279936099,13747.482279936143
